Id,age,gender,ind-debateclub,ind-degree,ind-entrepeneur_exp,ind-exact_study,ind-international_exp,ind-languages,ind-previous_exp,ind-programming_exp,ind-testresult,ind-university_grade,nationality,sport,decision
x5727a,27,female,False,master,False,False,True,0,3,False,27,57,Dutch,Football,False
x6978d,29,male,False,bachelor,False,False,False,1,3,False,29,58,Dutch,Tennis,False
x6008g,25,male,True,bachelor,True,False,False,2,3,False,24,60,Dutch,Football,True
x1785g,29,female,True,master,True,False,False,3,3,False,36,66,Dutch,Rugby,True
x8285d,30,male,True,master,True,False,False,3,3,False,25,57,Dutch,Rugby,True
x5683b,29,female,True,master,False,False,False,2,3,False,30,64,Dutch,Football,False
x1845e,29,male,True,bachelor,True,False,False,3,3,True,29,68,Dutch,Swimming,True
x2044a,28,male,False,master,False,True,False,1,3,True,20,67,Dutch,Running,False
x9081f,23,female,True,bachelor,True,False,False,2,3,False,31,64,Dutch,Tennis,True
x4669c,28,male,False,bachelor,True,False,False,2,3,False,42,60,Dutch,Football,True
x2113c,21,female,False,bachelor,False,True,False,1,3,False,35,64,Dutch,Tennis,False
x2707g,26,male,False,phd,False,False,True,2,3,False,28,58,Belgian,Golf,False
x6429a,26,male,False,master,False,True,False,1,3,True,32,68,Dutch,Tennis,False
x1350d,28,male,False,bachelor,False,False,False,2,3,False,28,57,German,Rugby,True
x1455e,29,male,True,master,False,False,True,2,3,False,31,58,Dutch,Golf,False
x3859e,21,female,False,bachelor,False,True,False,0,3,True,27,67,Dutch,Swimming,False
x4299b,25,female,False,bachelor,False,True,False,1,3,True,36,61,Belgian,Football,False
x4940c,31,male,False,master,False,False,True,1,3,True,35,64,Dutch,Swimming,False
x1220c,30,female,True,master,True,False,False,3,3,False,32,57,Dutch,Football,True
x1354f,27,female,False,master,False,True,False,1,3,True,36,68,Dutch,Football,False
x3251e,27,male,False,master,True,False,True,2,3,False,27,54,Belgian,Football,True
x7819f,21,female,False,bachelor,False,False,False,1,3,False,32,58,Dutch,Football,False
x2735a,27,female,True,phd,True,False,False,3,3,False,32,60,Dutch,Football,True
x5362e,23,male,False,bachelor,False,True,False,2,3,True,30,65,German,Cricket,True
x7103e,22,female,False,bachelor,False,False,False,1,3,True,27,60,Dutch,Tennis,False
x4370f,21,male,False,master,True,True,False,1,3,True,34,67,Dutch,Tennis,True
x7334d,28,female,False,master,False,True,False,1,3,True,44,74,Dutch,Tennis,False
x6139c,27,female,False,master,False,True,False,1,3,False,25,64,Belgian,Chess,False
x7873e,25,female,True,bachelor,True,True,True,2,3,True,26,68,Belgian,Running,False
x1761f,26,female,False,master,False,True,False,0,3,False,34,68,Belgian,Swimming,False
x2392c,29,female,False,master,False,True,False,0,3,True,30,60,Belgian,Football,False
x4494b,28,female,False,master,False,True,False,1,3,False,34,68,Dutch,Swimming,False
x2276a,28,male,False,master,True,False,True,2,3,False,29,56,Dutch,Tennis,True
x7301e,30,female,False,master,False,True,False,2,3,True,32,67,German,Cricket,True
x3709a,30,female,False,phd,False,False,True,1,3,False,37,60,Dutch,Golf,False
x8284g,26,female,False,master,False,False,False,0,3,False,20,58,Dutch,Golf,False
x6426a,25,female,False,phd,False,True,True,2,3,False,32,74,Dutch,Chess,False
x8380b,24,male,True,bachelor,True,True,False,3,3,False,31,65,Dutch,Football,True
x2656e,26,female,False,bachelor,False,True,False,2,3,True,25,67,Dutch,Football,True
x6573d,26,female,False,master,False,True,False,0,3,False,32,66,Dutch,Swimming,False
x7191e,27,male,True,bachelor,True,False,False,3,3,False,36,57,Dutch,Football,False
x6433b,28,female,False,bachelor,False,True,False,1,3,True,35,70,Belgian,Football,False
x3165g,28,male,True,bachelor,False,True,False,2,3,True,36,70,Dutch,Tennis,False
x2395c,25,male,False,bachelor,False,False,False,1,3,False,23,60,Dutch,Swimming,False
x6860e,21,female,False,bachelor,False,False,False,0,3,False,35,57,Dutch,Chess,False
x8756c,30,male,False,bachelor,True,False,False,2,3,False,26,57,Dutch,Football,True
x8230a,26,male,True,bachelor,False,False,False,2,3,False,28,61,Dutch,Tennis,True
x2244g,23,female,False,bachelor,False,True,False,1,3,True,40,69,Belgian,Tennis,False
x9414e,24,female,True,bachelor,False,True,False,2,3,True,36,67,German,Running,False
x6735b,24,female,False,bachelor,False,True,False,2,3,True,28,69,Dutch,Swimming,False
x1136c,23,female,False,master,False,True,False,2,3,True,38,74,Dutch,Chess,False
x5103e,30,male,False,phd,False,True,True,0,3,True,35,67,Dutch,Golf,False
x4018b,25,male,True,bachelor,True,True,False,3,3,False,39,67,Dutch,Football,True
x9048f,23,female,False,bachelor,False,True,False,1,3,True,39,63,Belgian,Running,False
x8583c,24,male,False,bachelor,False,True,False,1,3,False,24,59,Dutch,Running,False
x3550d,29,male,False,bachelor,False,False,False,2,3,False,23,55,Dutch,Football,False
x1950b,25,male,False,bachelor,False,False,False,1,3,False,22,58,Dutch,Swimming,False
x1986a,31,male,False,phd,False,True,True,1,3,False,33,70,Dutch,Swimming,False
x2373c,21,female,False,bachelor,True,True,False,2,3,False,36,69,Dutch,Football,True
x3330f,28,male,False,bachelor,False,True,False,1,3,True,36,64,Dutch,Tennis,False
x2986g,24,female,False,bachelor,True,True,False,2,3,False,30,61,Dutch,Golf,False
x2951d,26,male,True,master,True,False,False,3,3,False,29,62,Belgian,Football,True
x6496g,30,male,False,bachelor,False,False,False,0,3,False,25,50,Dutch,Football,False
x8804a,26,other,False,master,False,True,False,1,3,True,30,70,Belgian,Swimming,False
x6189e,28,male,False,bachelor,True,False,False,2,3,False,34,49,Dutch,Football,False
x8811b,26,male,True,bachelor,True,False,False,3,3,False,17,52,Dutch,Tennis,True
x8135a,27,male,False,bachelor,False,False,True,1,3,False,30,59,German,Cricket,False
x1606f,21,male,False,bachelor,False,False,False,1,3,False,39,59,Dutch,Tennis,False
x8203g,25,female,False,master,False,True,False,0,3,True,23,66,Dutch,Chess,False
x7723f,23,female,False,master,False,True,False,0,3,False,32,67,Dutch,Chess,False
x8120b,30,female,False,bachelor,False,False,False,2,3,False,24,52,Dutch,Swimming,False
x6398a,26,male,True,bachelor,True,False,False,3,3,False,28,58,Dutch,Tennis,True
x6458b,22,female,False,bachelor,False,True,False,1,3,False,36,59,Dutch,Football,False
x3385b,32,male,False,bachelor,False,False,True,0,3,False,16,56,Dutch,Cricket,False
x7914e,27,female,False,bachelor,False,True,False,1,3,False,39,63,Dutch,Golf,False
x4961d,26,male,True,bachelor,True,False,False,3,3,False,23,62,Dutch,Football,True
x3435f,25,female,False,bachelor,False,True,False,1,3,False,29,62,Dutch,Chess,False
x2509b,24,female,True,phd,True,False,False,2,3,False,30,66,Dutch,Rugby,True
x3835f,24,female,False,bachelor,False,False,False,1,3,False,26,48,Dutch,Football,False
x6072b,28,male,False,master,False,False,True,1,3,False,19,54,Dutch,Rugby,False
x1244d,23,female,False,bachelor,False,True,False,1,3,False,34,65,Dutch,Running,False
x5081a,25,male,False,master,True,False,True,2,3,False,38,57,Dutch,Football,False
x6998c,25,male,True,bachelor,True,False,False,2,3,False,23,60,Dutch,Tennis,True
x5577e,27,male,False,master,False,False,False,2,3,False,22,64,Dutch,Football,True
x2967e,28,male,False,bachelor,True,True,False,2,3,False,32,71,Dutch,Tennis,True
x7991b,23,female,False,bachelor,False,True,False,1,3,False,29,55,Belgian,Cricket,False
x7239b,26,male,True,bachelor,True,False,False,2,3,False,29,58,Dutch,Football,True
x8940d,23,female,False,bachelor,False,True,False,1,3,True,27,61,German,Running,False
x7737c,27,female,False,bachelor,False,True,False,1,3,True,44,65,Dutch,Running,False
x2351g,32,male,False,master,False,False,True,1,2,False,38,58,Dutch,Rugby,False
x8375c,26,male,True,bachelor,False,False,False,2,2,False,29,61,Dutch,Running,True
x3260c,25,female,False,bachelor,False,False,False,1,2,True,34,61,Dutch,Tennis,False
x9471d,31,female,False,master,False,False,False,0,2,False,21,56,Belgian,Cricket,False
x6520d,22,male,False,master,False,True,False,2,2,True,31,72,German,Cricket,False
x7483e,28,male,False,master,False,False,False,2,2,False,30,56,Dutch,Rugby,True
x2584b,24,female,True,bachelor,False,True,False,2,2,True,41,68,Dutch,Football,False
x6101g,28,male,False,bachelor,False,False,False,2,2,False,26,50,Dutch,Tennis,False
x2329a,26,male,False,bachelor,False,True,False,1,2,False,27,59,Dutch,Swimming,False
x3995c,21,male,False,bachelor,False,True,False,1,2,True,31,64,Dutch,Cricket,False
x1509a,25,female,False,master,False,True,True,0,2,False,25,64,Belgian,Chess,False
x6450e,30,male,False,bachelor,False,False,True,0,2,False,32,59,Dutch,Rugby,False
x6652a,26,male,False,master,True,True,False,3,2,False,38,68,German,Rugby,True
x5608g,24,male,False,bachelor,False,False,False,2,2,False,24,54,Dutch,Football,False
x5133e,26,female,False,bachelor,False,True,False,1,2,True,31,67,Dutch,Swimming,False
x2696b,27,male,True,master,True,False,True,3,2,False,34,66,Belgian,Rugby,False
x6227f,28,male,False,master,False,True,False,1,2,True,32,69,Dutch,Football,False
x5968e,22,female,False,phd,False,True,True,1,2,True,35,72,Dutch,Chess,True
x9604d,27,female,False,master,False,True,True,0,2,True,42,65,Dutch,Rugby,False
x5256e,29,male,False,bachelor,False,False,False,1,2,False,25,54,Belgian,Football,False
x2347g,21,male,False,bachelor,False,True,False,0,2,True,28,60,Dutch,Chess,False
x6248d,23,male,False,bachelor,False,False,False,1,2,False,28,63,Dutch,Cricket,False
x6145a,28,female,False,master,False,True,False,1,2,True,38,69,Dutch,Chess,False
x1892f,27,female,False,bachelor,False,True,False,0,2,False,27,57,Dutch,Running,False
x3131f,27,male,True,master,False,False,False,2,2,False,25,57,German,Swimming,False
x7665g,28,male,True,master,True,False,False,3,2,False,34,55,Belgian,Rugby,False
x4495d,23,male,False,master,False,True,False,1,2,False,40,66,Dutch,Swimming,False
x7561d,27,male,False,bachelor,False,False,False,1,2,True,25,58,Dutch,Swimming,False
x2150f,26,other,False,master,False,True,False,1,2,True,27,74,Belgian,Football,True
x2453c,26,male,True,master,True,False,False,3,2,False,37,65,Belgian,Rugby,True
x7547b,27,male,False,bachelor,False,False,False,1,2,False,23,54,Belgian,Golf,False
x4273f,29,male,False,master,False,True,False,1,2,False,37,67,Dutch,Cricket,True
x7352c,25,male,True,master,False,False,False,2,2,False,16,52,Dutch,Rugby,False
x3512a,25,male,False,bachelor,False,False,False,1,2,False,31,54,Dutch,Football,False
x8309a,27,female,True,bachelor,True,False,False,2,2,False,25,64,Dutch,Football,False
x4144b,24,male,False,master,False,False,False,2,2,False,32,57,Dutch,Football,True
x7670b,27,female,False,phd,False,True,False,1,2,True,35,71,Dutch,Chess,False
x3287e,25,female,False,master,False,True,False,0,2,True,28,66,Dutch,Swimming,False
x7461a,24,male,True,master,True,False,True,3,2,False,25,56,Dutch,Football,True
x2005g,21,male,False,bachelor,False,True,False,2,2,True,37,68,Dutch,Running,False
x8313f,26,female,False,bachelor,False,True,False,0,2,False,40,59,Dutch,Running,False
x4811c,26,male,False,bachelor,False,False,False,0,2,False,31,58,Dutch,Cricket,False
x3809c,23,female,False,bachelor,False,True,False,1,2,True,39,60,Dutch,Tennis,False
x9794a,21,female,False,master,False,True,True,2,2,True,29,75,Dutch,Chess,True
x7976g,31,male,False,master,False,True,True,1,2,False,42,69,Belgian,Swimming,True
x7069a,22,male,False,bachelor,False,False,False,1,2,False,30,59,Dutch,Swimming,False
x5748a,30,female,False,master,False,True,False,0,2,True,26,62,Belgian,Football,False
x5171b,25,female,False,bachelor,False,True,False,2,2,True,28,70,Dutch,Tennis,False
x7672d,26,male,False,bachelor,False,True,False,1,2,True,33,68,Belgian,Running,False
x5231f,24,female,False,master,False,True,False,1,2,True,40,72,Belgian,Golf,False
x2413g,26,female,False,bachelor,False,False,False,1,2,False,27,56,Belgian,Tennis,False
x5608a,26,male,True,master,True,False,True,3,2,False,40,65,Dutch,Tennis,True
x3191d,28,male,False,bachelor,True,False,False,2,2,False,21,57,Dutch,Rugby,False
x6709d,28,female,False,bachelor,False,False,False,0,2,False,28,58,Belgian,Cricket,False
x5870f,28,female,False,bachelor,False,False,False,1,2,False,24,61,Belgian,Swimming,False
x4126b,28,male,False,master,False,True,False,1,2,True,32,62,Dutch,Swimming,False
x6152c,22,female,False,master,False,True,False,0,2,False,35,63,Dutch,Running,False
x4439c,26,female,False,master,False,True,False,1,2,True,33,71,Dutch,Tennis,False
x6772f,24,male,True,master,True,False,True,3,2,False,13,54,Dutch,Rugby,True
x6336c,24,female,False,bachelor,False,False,False,1,2,False,29,57,Dutch,Swimming,False
x8509g,23,male,False,bachelor,False,False,False,2,2,False,32,61,Dutch,Running,False
x2523g,31,male,False,bachelor,False,False,False,0,2,False,31,58,Dutch,Rugby,False
x4078g,26,male,True,master,False,False,False,2,2,False,35,58,Dutch,Swimming,False
x7791f,21,female,False,phd,False,True,False,1,2,True,31,73,Dutch,Swimming,True
x7898a,26,male,False,master,True,False,False,2,2,False,29,52,Dutch,Rugby,True
x9887d,30,female,False,master,False,False,True,0,2,False,34,57,Dutch,Golf,False
x1373b,24,male,False,bachelor,False,False,False,1,2,False,30,59,Dutch,Football,False
x2064c,29,female,False,bachelor,False,False,True,1,2,False,28,54,Dutch,Golf,True
x6898c,26,male,False,bachelor,False,False,False,0,2,False,22,50,Dutch,Football,False
x8394b,24,female,False,master,False,True,False,1,2,True,35,71,Dutch,Golf,False
x6920c,27,female,False,master,False,True,False,1,2,False,35,68,German,Chess,True
x4235f,29,female,False,master,False,False,False,0,2,False,35,56,Dutch,Golf,True
x6634f,27,male,False,bachelor,False,True,False,1,2,True,26,60,Dutch,Football,False
x9324b,21,male,False,bachelor,False,True,False,1,2,True,32,65,Dutch,Cricket,False
x9898c,29,male,False,master,True,False,False,2,2,False,19,49,Dutch,Football,False
x6435g,29,male,True,bachelor,True,False,False,3,2,False,26,63,Dutch,Football,False
x2928f,28,female,False,bachelor,False,True,False,1,2,True,36,66,Dutch,Swimming,False
x4535g,30,male,True,bachelor,True,True,False,3,2,False,26,65,Dutch,Football,False
x5061f,25,male,False,bachelor,False,False,False,2,2,False,27,49,Dutch,Rugby,False
x2471a,26,male,True,master,True,True,False,2,2,True,39,74,Dutch,Tennis,False
x1263f,23,female,False,master,False,True,True,1,2,True,25,68,Dutch,Golf,True
x4733c,28,male,False,phd,False,True,True,0,2,False,29,66,Dutch,Rugby,False
x4711d,21,female,False,master,False,True,False,1,2,True,41,71,Dutch,Chess,False
x9996f,25,female,True,bachelor,False,True,True,2,2,False,28,66,Dutch,Swimming,True
x3936a,22,female,False,bachelor,False,True,False,1,2,False,26,57,Dutch,Tennis,False
x2981d,26,male,False,master,False,True,False,1,2,True,37,70,German,Tennis,False
x1862g,26,male,False,master,False,True,False,1,2,True,38,70,Dutch,Tennis,False
x9878a,30,male,True,bachelor,True,False,False,3,2,False,29,61,Dutch,Tennis,False
x3925g,29,female,False,bachelor,False,False,False,2,2,False,28,62,Dutch,Swimming,False
x5317a,27,male,False,bachelor,False,True,False,1,2,False,37,60,Dutch,Golf,False
x1206f,21,female,True,master,False,True,False,2,2,False,41,66,Dutch,Golf,False
x2449f,25,male,True,bachelor,True,False,False,2,2,False,25,62,Dutch,Football,False
x4665f,26,male,True,master,True,False,False,2,2,False,31,63,Dutch,Rugby,True
x9918e,26,female,False,master,False,False,True,1,2,False,25,60,Dutch,Rugby,True
x7929f,27,male,True,bachelor,True,False,False,3,2,False,27,64,German,Football,False
x7643c,23,female,False,bachelor,False,False,False,1,2,False,31,58,Dutch,Tennis,False
x9143b,30,male,True,master,True,False,False,2,2,False,28,52,Dutch,Football,True
x2801a,21,male,True,master,False,True,False,1,2,False,39,65,Belgian,Chess,False
x1080g,28,male,True,master,True,False,False,3,2,False,32,59,Belgian,Football,False
x8930g,24,male,False,master,False,True,False,1,2,True,27,71,Dutch,Football,False
x9534d,24,male,True,bachelor,False,False,False,2,2,False,31,52,Dutch,Football,False
x1691e,22,male,True,bachelor,True,True,False,1,2,False,27,65,Belgian,Football,False
x1393c,27,male,False,master,True,True,False,2,2,True,35,74,Dutch,Football,False
x9154a,30,female,False,phd,False,False,False,1,2,False,29,57,Dutch,Golf,True
x7759b,27,male,True,master,True,True,False,2,2,True,45,72,Belgian,Running,False
x1374d,22,male,False,bachelor,True,True,False,2,2,False,48,65,Dutch,Tennis,False
x3026b,28,female,False,master,False,False,True,1,2,False,34,62,Dutch,Chess,True
x7256c,26,male,True,master,True,False,False,3,2,False,29,60,Belgian,Rugby,False
x1403g,24,female,False,master,False,True,True,1,2,True,34,63,Dutch,Swimming,False
x6569b,26,female,False,master,False,True,True,1,2,True,37,66,Dutch,Chess,True
x4652c,30,male,False,phd,False,True,True,1,2,False,32,68,Belgian,Rugby,False
x6437c,27,female,False,phd,False,True,False,0,2,True,44,72,Dutch,Swimming,False
x2024g,24,female,False,bachelor,True,True,True,2,2,True,34,67,Dutch,Swimming,True
x1772e,24,male,False,bachelor,False,True,False,2,2,False,32,60,Dutch,Running,False
x3131d,25,other,False,bachelor,False,True,False,1,2,False,36,66,Dutch,Swimming,False
x8941d,22,male,True,master,True,True,False,2,2,True,38,73,Belgian,Tennis,False
x5088f,27,female,False,master,False,True,False,2,2,False,39,70,Dutch,Swimming,False
x1665c,22,female,False,master,False,True,False,1,2,False,31,69,Dutch,Football,True
x4343d,29,male,False,master,False,False,True,1,2,False,27,61,Dutch,Football,True
x6717g,26,female,False,bachelor,False,False,False,1,2,False,23,58,Dutch,Tennis,False
x5812f,22,female,False,bachelor,False,False,False,1,2,False,33,63,Belgian,Swimming,False
x5606b,23,male,False,bachelor,False,True,False,2,2,True,38,69,German,Tennis,False
x6182b,26,male,False,bachelor,False,True,False,1,2,True,33,63,Dutch,Football,False
x7050c,22,female,False,bachelor,False,True,False,1,2,True,41,66,Dutch,Cricket,False
x5452g,24,male,False,master,False,True,False,1,2,False,33,68,Dutch,Football,False
x6521e,27,male,False,bachelor,False,False,False,1,2,False,31,56,Dutch,Football,True
x7074f,31,male,False,bachelor,False,True,True,2,2,False,26,64,Dutch,Golf,True
x1156g,25,male,True,bachelor,True,True,False,2,2,True,31,66,Dutch,Tennis,False
x4726f,28,male,False,master,False,True,False,0,2,True,35,65,German,Swimming,False
x3129g,26,female,False,master,False,False,False,2,2,False,34,61,Dutch,Running,True
x2959b,30,male,False,master,False,False,True,1,2,False,29,62,Dutch,Rugby,True
x8335b,28,female,True,bachelor,False,True,False,2,2,True,35,72,Dutch,Cricket,False
x8614b,26,female,True,master,True,False,False,3,2,False,18,53,Dutch,Swimming,True
x2070g,26,female,False,master,False,False,False,1,2,False,30,65,Dutch,Chess,False
x3759c,26,female,True,master,True,False,False,2,2,False,31,55,German,Rugby,True
x1994c,21,female,False,bachelor,False,True,False,0,2,True,33,61,Dutch,Swimming,False
x3239b,21,female,False,bachelor,False,True,False,0,2,False,33,62,Dutch,Swimming,False
x5517f,27,female,False,bachelor,False,True,False,1,2,True,32,65,Dutch,Running,False
x4051f,28,female,False,master,False,True,False,0,2,True,34,69,Dutch,Chess,False
x9027d,28,other,False,bachelor,False,False,False,0,2,False,33,54,German,Rugby,False
x1004a,24,male,True,master,True,True,False,2,2,True,38,71,German,Swimming,False
x1910b,25,male,False,master,False,False,False,2,2,False,31,59,Dutch,Football,True
x5698d,28,male,False,master,False,True,True,0,2,False,33,62,Dutch,Rugby,False
x3217g,27,female,True,bachelor,False,True,False,2,2,False,29,64,Dutch,Running,False
x5844a,26,male,False,bachelor,False,True,False,1,2,True,23,69,German,Running,False
x1645b,28,male,False,master,False,False,False,2,2,False,31,52,Dutch,Football,False
x9947b,23,male,False,bachelor,False,False,True,1,2,False,30,66,German,Tennis,False
x7255f,27,female,False,bachelor,False,True,False,1,2,False,27,63,Dutch,Football,False
x7154d,25,female,False,bachelor,False,True,False,0,2,False,35,64,Dutch,Chess,False
x1268e,27,female,True,bachelor,True,True,False,2,2,False,30,64,Dutch,Football,False
x7938d,27,female,False,phd,False,False,True,1,2,False,36,62,Dutch,Cricket,True
x4288e,21,female,False,bachelor,False,False,False,0,2,True,32,58,Belgian,Swimming,False
x5000a,27,female,False,master,False,False,True,0,2,False,34,62,Dutch,Rugby,True
x7030e,29,female,True,bachelor,False,False,False,2,2,False,18,50,Dutch,Swimming,False
x2620d,22,male,False,bachelor,False,True,False,2,2,True,42,72,Dutch,Football,False
x3018b,26,male,True,bachelor,True,False,False,3,2,False,32,63,Dutch,Tennis,False
x4574c,22,female,False,master,False,True,False,1,2,True,33,71,Dutch,Running,False
x9980b,27,male,False,bachelor,False,False,False,2,2,False,30,59,Dutch,Rugby,False
x9362c,23,female,False,master,False,False,True,1,2,False,22,62,Dutch,Chess,True
x2562g,29,male,False,master,False,False,False,1,2,False,32,61,Belgian,Cricket,True
x5378g,24,female,False,bachelor,False,False,True,1,2,True,27,65,Dutch,Swimming,True
x7214f,28,male,False,bachelor,False,True,False,2,2,False,24,63,Dutch,Rugby,False
x5012f,28,female,False,bachelor,False,False,False,2,2,False,21,58,Belgian,Rugby,False
x5656f,22,male,False,bachelor,False,False,True,1,2,True,36,62,Dutch,Chess,False
x9133d,23,female,False,master,False,True,False,1,2,True,31,69,Dutch,Tennis,False
x4985g,24,male,True,bachelor,True,False,False,2,2,False,36,58,Dutch,Football,False
x4011b,30,female,False,bachelor,False,False,True,1,2,False,26,59,Dutch,Football,True
x9503e,28,male,True,bachelor,True,False,False,2,2,False,16,50,Dutch,Football,False
x6744d,23,male,False,master,False,True,False,0,2,True,28,69,Dutch,Swimming,False
x4984c,26,female,False,master,False,True,False,1,2,True,41,70,Belgian,Swimming,False
x9985b,27,male,False,master,False,False,True,0,2,False,29,60,German,Cricket,False
x4356b,31,male,False,master,False,False,False,1,2,False,16,58,Dutch,Rugby,True
x9393b,27,female,True,bachelor,False,False,False,2,2,True,28,56,Dutch,Football,False
x5128c,27,female,False,master,False,True,True,0,2,True,36,68,Dutch,Rugby,False
x7784d,27,male,False,bachelor,False,False,False,1,2,False,34,57,Dutch,Football,False
x3347g,32,male,False,master,False,True,False,1,2,True,41,69,Belgian,Cricket,True
x8682e,30,male,True,bachelor,True,False,False,2,2,False,26,56,Dutch,Football,False
x6866e,32,male,False,bachelor,False,False,False,0,2,False,20,54,Dutch,Rugby,False
x9684a,26,female,False,bachelor,False,True,False,2,2,True,31,68,Dutch,Chess,False
x6592g,22,female,False,bachelor,False,False,False,2,2,False,31,60,Dutch,Golf,False
x8885d,27,male,False,master,False,True,True,1,2,False,27,65,Dutch,Rugby,True
x4933f,23,female,False,master,False,True,False,0,2,False,28,66,Dutch,Running,False
x3593a,30,male,False,master,False,True,False,1,2,True,33,63,Dutch,Rugby,False
x7996c,31,female,False,master,False,False,False,1,2,False,30,61,Dutch,Cricket,True
x4737c,23,female,True,bachelor,True,True,False,2,2,True,34,68,Dutch,Football,False
x9179c,32,male,False,bachelor,False,False,False,1,2,False,25,59,Dutch,Golf,True
x8594f,28,male,True,phd,True,False,True,3,2,True,32,68,German,Rugby,True
x1179d,29,male,False,bachelor,False,False,True,0,2,False,23,56,Dutch,Rugby,True
x4811a,27,female,False,bachelor,False,False,False,0,2,False,34,60,Dutch,Swimming,False
x5403a,27,female,False,master,False,True,False,0,2,True,40,70,Dutch,Running,False
x8002b,27,female,False,master,False,True,False,1,2,False,23,65,Dutch,Running,False
x6644b,28,female,False,master,False,True,False,0,2,True,30,70,German,Chess,False
x1962d,25,male,True,master,False,False,False,2,2,False,19,53,Belgian,Rugby,False
x8288c,28,male,False,master,False,False,True,1,2,False,28,63,Dutch,Golf,True
x7271a,28,male,True,phd,False,False,False,2,2,False,29,59,Dutch,Rugby,True
x7810b,22,female,True,bachelor,False,True,False,2,2,True,37,70,Dutch,Golf,False
x2466e,25,female,False,master,False,True,False,1,2,True,30,70,Belgian,Swimming,False
x1364f,28,male,False,bachelor,False,True,False,1,2,True,29,70,Dutch,Tennis,False
x3615b,26,male,False,master,False,False,False,2,2,False,28,54,German,Rugby,True
x5216f,27,male,False,master,True,True,False,2,2,True,37,74,Dutch,Running,False
x3439b,28,male,False,bachelor,False,True,False,2,2,True,32,73,Dutch,Tennis,False
x7067f,21,female,False,bachelor,False,False,False,2,2,False,31,62,Dutch,Swimming,False
x2666a,28,male,False,bachelor,False,True,False,2,2,True,31,69,Dutch,Football,False
x4772e,25,female,False,bachelor,False,True,False,1,2,False,32,67,Dutch,Football,False
x5255c,30,male,False,bachelor,False,False,False,2,2,False,32,49,Dutch,Football,False
x4403c,26,male,False,master,False,True,False,2,2,True,42,71,Dutch,Football,False
x1670g,22,female,True,master,False,True,False,2,2,True,29,72,German,Tennis,False
x8926a,22,male,False,bachelor,False,False,False,1,2,False,34,60,Dutch,Football,False
x9335a,26,female,False,bachelor,False,True,False,0,2,False,35,62,Dutch,Swimming,False
x2909a,22,female,False,phd,False,True,False,0,2,True,29,71,Dutch,Swimming,False
x3202c,29,male,True,master,False,False,False,2,2,False,31,54,German,Rugby,True
x3328b,31,male,False,phd,False,True,True,0,2,True,40,66,Dutch,Rugby,False
x9429d,24,male,True,master,True,False,False,3,2,False,24,61,Dutch,Football,False
x5624d,28,male,False,bachelor,False,False,False,0,2,False,23,57,Dutch,Swimming,False
x8799f,24,female,False,master,False,True,False,1,2,True,39,69,Belgian,Swimming,False
x8996e,28,female,False,phd,False,True,True,0,2,False,35,68,Dutch,Football,False
x3650b,30,male,True,master,False,False,True,3,2,False,29,54,Dutch,Football,True
x6304d,28,male,False,master,False,True,False,0,2,True,33,64,Dutch,Rugby,False
x1167a,27,male,True,bachelor,False,True,False,1,2,True,32,61,Dutch,Football,False
x5245f,27,male,False,master,False,True,False,1,2,True,28,71,Dutch,Golf,False
x9461d,30,male,False,master,True,False,False,2,2,False,31,53,Dutch,Football,True
x1754e,25,female,False,phd,False,True,True,0,2,False,40,69,German,Chess,False
x7401c,22,male,False,master,False,True,False,0,2,True,34,71,Dutch,Chess,True
x3741g,27,female,False,bachelor,True,False,True,2,2,False,32,66,Dutch,Running,True
x2206e,25,other,False,bachelor,True,False,False,2,2,False,22,60,German,Football,False
x5832f,27,female,False,master,False,True,False,0,2,True,36,67,Dutch,Swimming,False
x5182d,30,male,False,master,False,False,False,2,2,False,30,56,Dutch,Rugby,True
x5618g,27,male,False,master,False,False,True,0,2,True,40,62,Dutch,Cricket,False
x2349b,22,female,False,bachelor,False,True,False,0,2,True,39,68,Dutch,Running,False
x3489a,24,male,False,master,False,False,False,2,2,False,26,56,Dutch,Rugby,True
x6613e,26,male,False,master,False,True,True,1,2,True,37,70,Dutch,Swimming,True
x3199g,27,female,False,master,False,True,False,1,2,True,30,71,Dutch,Swimming,False
x4439g,24,female,False,master,False,True,False,1,2,False,33,68,Dutch,Chess,True
x6515c,21,female,False,master,False,True,True,1,2,True,32,66,Dutch,Running,True
x3972f,21,female,False,master,False,False,False,2,2,False,33,64,Dutch,Swimming,False
x8757a,30,male,False,bachelor,True,False,False,2,2,False,27,59,Dutch,Rugby,False
x5971d,26,male,True,bachelor,True,False,False,3,2,False,25,53,Dutch,Football,False
x5318d,26,female,False,master,True,True,True,2,2,True,41,75,Dutch,Tennis,False
x7371f,29,male,False,bachelor,True,False,False,2,2,False,30,65,Dutch,Football,True
x1735f,23,male,False,bachelor,False,False,False,1,2,False,20,58,Dutch,Running,False
x8456e,23,male,False,bachelor,False,False,False,1,2,False,37,58,Dutch,Tennis,False
x9507a,26,male,False,master,False,False,True,1,2,False,38,64,Dutch,Golf,True
x1617f,27,female,True,bachelor,False,False,False,2,2,False,25,64,Dutch,Tennis,False
x5384c,27,female,False,bachelor,False,True,False,1,2,True,37,68,Dutch,Cricket,False
x7565f,28,male,False,bachelor,False,True,False,1,2,False,29,65,Belgian,Rugby,False
